A	P	D	Y
22	1999	1	16240
22	2000	0	16355
22	2000	0	16331
22	2001	0	16460
22	2001	0	15773
22	2002	0	15901
22	2002	1	15437
22	2003	0	15550
22	2003	0	14438
23	1943	0	15217
23	1943	0	17877
23	1944	0	17870
23	1944	0	17040
23	1945	0	17109
23	1945	0	15951
23	1946	0	15927
23	1946	0	16179
23	1947	0	16106
23	1947	0	15995
23	1948	1	15925
23	1948	1	15497
23	1949	0	15457
23	1949	0	15097
23	1950	0	15128
23	1950	0	14634
23	1951	0	14643
23	1951	0	14804
23	1952	0	14771
23	1952	0	14287
23	1953	0	14272
23	1953	0	14652
23	1954	0	14636
23	1954	0	14064
23	1955	0	14040
23	1955	0	14401
23	1956	0	14331
23	1956	0	13787
23	1957	0	13716
23	1957	0	14214
23	1958	0	14168
23	1958	0	14218
23	1959	0	14207
23	1959	0	14714
23	1960	0	14658
23	1960	0	14907
23	1961	0	14944
23	1961	0	15150
23	1962	0	15133
23	1962	0	15057
23	1963	0	15051
23	1963	0	15835
23	1964	0	15808
23	1964	0	15944
23	1965	1	15935
23	1965	0	18036
23	1966	0	17952
23	1966	1	18967
23	1967	0	18931
23	1967	0	20392
23	1968	1	20344
23	1968	0	21332
23	1969	1	21295
23	1969	0	21593
23	1970	0	21631
23	1970	0	20982
23	1971	0	21008
23	1971	1	19677
23	1972	1	19661
23	1972	0	18666
23	1973	0	18706
23	1973	0	18867
23	1974	2	18883
23	1974	1	18020
23	1975	0	17987
23	1975	0	18321
23	1976	1	18281
23	1976	0	18439
23	1977	0	18442
23	1977	1	18088
23	1978	0	18096
23	1978	0	18189
23	1979	0	18207
23	1979	0	18345
23	1980	0	18362
23	1980	0	18064
23	1981	0	18044
23	1981	0	18049
23	1982	0	18027
23	1982	0	17907
23	1983	0	17898
23	1983	0	18484
23	1984	0	18478
23	1984	0	18544
23	1985	1	18556
23	1985	0	18861
23	1986	0	18900
23	1986	0	20003
23	1987	0	20028
23	1987	0	20197
23	1988	0	20194
23	1988	0	20781
23	1989	1	20769
23	1989	1	21481
23	1990	0	21503
23	1990	0	19941
23	1991	0	19977
23	1991	0	18362
23	1992	0	18411
23	1992	0	17706
23	1993	0	17770
23	1993	0	17933
23	1994	0	17989
23	1994	0	18771
23	1995	0	18848
23	1995	0	19183
23	1996	0	19286
23	1996	0	18350
23	1997	0	18421
23	1997	0	18434
23	1998	1	18510
23	1998	0	18754
23	1999	0	18831
23	1999	0	17038
23	2000	0	17114
23	2000	0	16391
23	2001	1	16463
23	2001	0	16519
23	2002	0	16611
23	2002	0	15948
23	2003	0	16012
23	2003	0	15585
24	1943	0	16007
24	1943	0	15213
24	1944	0	15203
24	1944	0	17864
24	1945	0	17811
24	1945	0	17185
24	1946	0	17225
24	1946	0	15892
24	1947	0	15826
24	1947	0	16069
24	1948	1	16004
24	1948	2	15897
24	1949	0	15871
24	1949	0	15453
24	1950	0	15490
24	1950	0	15157
24	1951	1	15172
24	1951	1	14626
24	1952	0	14592
24	1952	1	14749
24	1953	2	14722
24	1953	1	14271
24	1954	0	14255
24	1954	1	14620
24	1955	0	14584
24	1955	0	14027
24	1956	0	13981
24	1956	0	14288
24	1957	0	14216
24	1957	0	13677
24	1958	0	13630
24	1958	0	14154
24	1959	0	14146
24	1959	0	14209
24	1960	1	14222
24	1960	0	14595
24	1961	0	14532
24	1961	0	14941
24	1962	1	14944
24	1962	0	15125
24	1963	1	15117
24	1963	0	15045
24	1964	0	15044
24	1964	0	15794
24	1965	0	15757
24	1965	0	15930
24	1966	1	15921
24	1966	0	17938
24	1967	1	17911
24	1967	0	18912
24	1968	0	18867
24	1968	0	20312
24	1969	0	20272
24	1969	0	21287
24	1970	0	21255
24	1970	0	21675
24	1971	0	21702
24	1971	0	20988
24	1972	1	20993
24	1972	0	19681
24	1973	0	19709
24	1973	0	18732
24	1974	0	18752
24	1974	0	18882
24	1975	0	18840
24	1975	0	17946
24	1976	0	17891
24	1976	0	18269
24	1977	0	18250
24	1977	0	18445
24	1978	1	18455
24	1978	0	18095
24	1979	0	18105
24	1979	0	18217
24	1980	0	18219
24	1980	0	18359
24	1981	0	18337
24	1981	1	18037
24	1982	0	18031
24	1982	1	18016
24	1983	1	18006
24	1983	0	17894
24	1984	0	17887
24	1984	0	18474
24	1985	0	18483
24	1985	0	18568
24	1986	0	18591
24	1986	0	18922
24	1987	1	18948
24	1987	0	20032
24	1988	0	20016
24	1988	1	20191
24	1989	0	20179
24	1989	1	20768
24	1990	0	20774
24	1990	1	21518
24	1991	0	21545
24	1991	0	19997
24	1992	0	20041
24	1992	0	18431
24	1993	0	18483
24	1993	0	17809
24	1994	0	17872
24	1994	1	18013
24	1995	0	18089
24	1995	1	18892
24	1996	1	18974
24	1996	1	19345
24	1997	0	19434
24	1997	0	18442
24	1998	0	18501
24	1998	0	18545
24	1999	0	18606
24	1999	0	18866
24	2000	0	18927
24	2000	0	17145
24	2001	0	17206
24	2001	0	16499
24	2002	0	16568
24	2002	0	16643
24	2003	0	16681
24	2003	0	16029
25	1943	0	15400
25	1943	0	16001
25	1944	1	15990
25	1944	0	15197
25	1945	0	15281
25	1945	1	17764
25	1946	0	17688
25	1946	0	17189
25	1947	0	17131
25	1947	1	15795
25	1948	0	15734
25	1948	0	15977
25	1949	2	15950
25	1949	0	15873
25	1950	1	15878
25	1950	0	15530
25	1951	0	15549
25	1951	0	15158
25	1952	0	15133
25	1952	0	14575
25	1953	1	14565
25	1953	0	14717
25	1954	0	14706
25	1954	0	14240
25	1955	0	14216
25	1955	0	14562
25	1956	2	14514
25	1956	0	13947
25	1957	0	13883
25	1957	1	14187
25	1958	0	14148
25	1958	0	13622
25	1959	0	13611
25	1959	0	14153
25	1960	0	14133
25	1960	0	14232
25	1961	1	14241
25	1961	0	14531
25	1962	0	14537
25	1962	0	14950
25	1963	1	14962
25	1963	0	15119
25	1964	0	15117
25	1964	1	15049
25	1965	0	15045
25	1965	2	15734
25	1966	0	15712
25	1966	0	15917
25	1967	0	15909
25	1967	0	17898
25	1968	1	17867
25	1968	0	18843
25	1969	0	18811
25	1969	0	20264
25	1970	0	20277
25	1970	1	21230
25	1971	0	21182
25	1971	0	21684
25	1972	0	21684
25	1972	0	21018
25	1973	0	21043
25	1973	0	19717
25	1974	1	19711
25	1974	1	18747
25	1975	0	18703
25	1975	0	18800
25	1976	1	18762
25	1976	1	17878
25	1977	0	17860
25	1977	0	18244
25	1978	1	18238
25	1978	0	18463
25	1979	0	18470
25	1979	0	18115
25	1980	1	18118
25	1980	0	18212
25	1981	0	18194
25	1981	3	18317
25	1982	1	18290
25	1982	3	18033
25	1983	0	18031
25	1983	0	18009
25	1984	0	18007
25	1984	1	17883
25	1985	0	17888
25	1985	1	18496
25	1986	0	18519
25	1986	1	18602
25	1987	1	18610
25	1987	1	18953
25	1988	0	18943
25	1988	0	19997
25	1989	1	19977
25	1989	0	20171
25	1990	0	20169
25	1990	0	20781
25	1991	0	20804
25	1991	2	21559
25	1992	1	21579
25	1992	0	20067
25	1993	0	20105
25	1993	0	18516
25	1994	0	18572
25	1994	0	17895
25	1995	1	17965
25	1995	0	18140
25	1996	1	18239
25	1996	0	19012
25	1997	0	19070
25	1997	0	19464
25	1998	0	19526
25	1998	0	18539
25	1999	0	18601
25	1999	2	18633
25	2000	1	18668
25	2000	2	18953
25	2001	2	19005
25	2001	1	17235
25	2002	1	17290
25	2002	0	16600
25	2003	0	16650
25	2003	0	16686
26	1943	0	15523
26	1943	0	15389
26	1944	0	15369
26	1944	0	15985
26	1945	1	15985
26	1945	0	15370
26	1946	0	15435
26	1946	1	17659
26	1947	1	17596
26	1947	0	17110
26	1948	1	17064
26	1948	0	15704
26	1949	1	15676
26	1949	0	15951
26	1950	1	15959
26	1950	1	15881
26	1951	1	15859
26	1951	0	15528
26	1952	1	15489
26	1952	0	15122
26	1953	1	15109
26	1953	1	14571
26	1954	0	14571
26	1954	0	14699
26	1955	0	14671
26	1955	1	14207
26	1956	0	14166
26	1956	0	14487
26	1957	1	14434
26	1957	2	13852
26	1958	2	13818
26	1958	0	14137
26	1959	0	14130
26	1959	0	13609
26	1960	0	13594
26	1960	0	14106
26	1961	0	14082
26	1961	0	14238
26	1962	0	14252
26	1962	0	14544
26	1963	1	14550
26	1963	0	14967
26	1964	1	14964
26	1964	0	15114
26	1965	2	15114
26	1965	1	15036
26	1966	0	15018
26	1966	0	15714
26	1967	1	15715
26	1967	0	15906
26	1968	1	15894
26	1968	1	17850
26	1969	0	17827
26	1969	2	18804
26	1970	1	18827
26	1970	1	20299
26	1971	0	20310
26	1971	0	21159
26	1972	2	21145
26	1972	0	21700
26	1973	0	21714
26	1973	2	21042
26	1974	1	21042
26	1974	1	19698
26	1975	1	19661
26	1975	1	18665
26	1976	2	18621
26	1976	1	18763
26	1977	1	18767
26	1977	0	17855
26	1978	0	17843
26	1978	1	18238
26	1979	1	18243
26	1979	0	18469
26	1980	0	18460
26	1980	1	18111
26	1981	1	18086
26	1981	0	18184
26	1982	0	18164
26	1982	2	18283
26	1983	0	18269
26	1983	0	18028
26	1984	1	18018
26	1984	0	18003
26	1985	1	18007
26	1985	0	17897
26	1986	0	17918
26	1986	0	18529
26	1987	0	18538
26	1987	0	18607
26	1988	2	18592
26	1988	0	18928
26	1989	0	18907
26	1989	1	19976
26	1990	0	19985
26	1990	1	20176
26	1991	0	20194
26	1991	0	20821
26	1992	3	20843
26	1992	1	21586
26	1993	0	21602
26	1993	1	20117
26	1994	1	20152
26	1994	2	18595
26	1995	0	18664
26	1995	1	18011
26	1996	0	18100
26	1996	2	18286
26	1997	0	18358
26	1997	1	19092
26	1998	1	19133
26	1998	1	19558
26	1999	0	19606
26	1999	2	18624
26	2000	0	18665
26	2000	1	18677
26	2001	0	18712
26	2001	1	19033
26	2002	0	19066
26	2002	0	17317
26	2003	0	17350
26	2003	0	16668
27	1943	0	15329
27	1943	2	15515
27	1944	0	15500
27	1944	1	15360
27	1945	0	15383
27	1945	1	15989
27	1946	0	15968
27	1946	3	15410
27	1947	0	15352
27	1947	0	17563
27	1948	2	17503
27	1948	0	17039
27	1949	1	17007
27	1949	0	15678
27	1950	0	15656
27	1950	0	15966
27	1951	2	15955
27	1951	1	15834
27	1952	0	15791
27	1952	0	15470
27	1953	1	15455
27	1953	0	15107
27	1954	0	15100
27	1954	0	14564
27	1955	0	14540
27	1955	1	14649
27	1956	4	14602
27	1956	0	14134
27	1957	1	14088
27	1957	0	14408
27	1958	0	14376
27	1958	2	13814
27	1959	0	13811
27	1959	0	14133
27	1960	0	14104
27	1960	1	13581
27	1961	0	13576
27	1961	0	14084
27	1962	0	14097
27	1962	0	14268
27	1963	1	14287
27	1963	0	14549
27	1964	1	14547
27	1964	1	14956
27	1965	1	14929
27	1965	1	15116
27	1966	1	15115
27	1966	0	15010
27	1967	0	14997
27	1967	1	15714
27	1968	1	15696
27	1968	1	15884
27	1969	4	15879
27	1969	1	17821
27	1970	2	17801
27	1970	0	18857
27	1971	1	18882
27	1971	1	20300
27	1972	0	20299
27	1972	1	21155
27	1973	1	21167
27	1973	1	21712
27	1974	2	21706
27	1974	0	21043
27	1975	1	21014
27	1975	0	19638
27	1976	2	19610
27	1976	1	18616
27	1977	1	18617
27	1977	2	18770
27	1978	2	18776
27	1978	2	17836
27	1979	1	17842
27	1979	1	18247
27	1980	0	18245
27	1980	6	18451
27	1981	0	18429
27	1981	1	18069
27	1982	1	18053
27	1982	1	18155
27	1983	0	18134
27	1983	0	18262
27	1984	3	18258
27	1984	0	18012
27	1985	0	18010
27	1985	1	18014
27	1986	1	18027
27	1986	1	17931
27	1987	1	17952
27	1987	0	18537
27	1988	1	18530
27	1988	1	18580
27	1989	0	18566
27	1989	1	18900
27	1990	2	18909
27	1990	1	19996
27	1991	1	20012
27	1991	0	20205
27	1992	1	20234
27	1992	1	20847
27	1993	2	20872
27	1993	0	21611
27	1994	2	21639
27	1994	1	20175
27	1995	0	20244
27	1995	1	18711
27	1996	5	18786
27	1996	1	18142
27	1997	1	18201
27	1997	2	18383
27	1998	0	18422
27	1998	1	19152
27	1999	0	19178
27	1999	1	19621
27	2000	1	19647
27	2000	1	18683
27	2001	2	18719
27	2001	2	18737
27	2002	1	18792
27	2002	0	19072
27	2003	0	19094
27	2003	0	17356
28	1943	1	16340
28	1943	0	15325
28	1944	1	15313
28	1944	0	15493
28	1945	2	15585
28	1945	0	15415
28	1946	0	15431
28	1946	1	15943
28	1947	0	15900
28	1947	0	15319
28	1948	1	15265
28	1948	0	17475
28	1949	0	17441
28	1949	2	17000
28	1950	0	16896
28	1950	1	15631
28	1951	2	15586
28	1951	1	15936
28	1952	3	15909
28	1952	2	15773
28	1953	3	15757
28	1953	1	15459
28	1954	0	15460
28	1954	0	15095
28	1955	3	15073
28	1955	0	14523
28	1956	0	14476
28	1956	0	14576
28	1957	0	14525
28	1957	0	14073
28	1958	2	14051
28	1958	0	14371
28	1959	2	14367
28	1959	2	13811
28	1960	0	13799
28	1960	2	14072
28	1961	1	14042
28	1961	0	13584
28	1962	0	13596
28	1962	1	14108
28	1963	2	14122
28	1963	1	14290
28	1964	2	14289
28	1964	0	14546
28	1965	0	14547
28	1965	0	14909
28	1966	1	14892
28	1966	0	15110
28	1967	2	15105
28	1967	0	14993
28	1968	0	14979
28	1968	0	15678
28	1969	2	15660
28	1969	2	15884
28	1970	2	15920
28	1970	0	17788
28	1971	0	17771
28	1971	1	18877
28	1972	2	18884
28	1972	1	20308
28	1973	1	20311
28	1973	3	21169
28	1974	4	21165
28	1974	1	21703
28	1975	5	21664
28	1975	2	20983
28	1976	4	20954
28	1976	2	19606
28	1977	0	19610
28	1977	1	18623
28	1978	0	18628
28	1978	3	18778
28	1979	1	18786
28	1979	3	17855
28	1980	1	17868
28	1980	2	18238
28	1981	3	18223
28	1981	1	18415
28	1982	2	18393
28	1982	1	18055
28	1983	2	18048
28	1983	1	18123
28	1984	1	18111
28	1984	2	18261
28	1985	0	18272
28	1985	0	18014
28	1986	3	18023
28	1986	0	18034
28	1987	1	18042
28	1987	0	17960
28	1988	2	17960
28	1988	0	18525
28	1989	1	18513
28	1989	1	18565
28	1990	1	18572
28	1990	6	18924
28	1991	3	18957
28	1991	3	20018
28	1992	3	20046
28	1992	0	20251
28	1993	1	20285
28	1993	0	20891
28	1994	1	20920
28	1994	3	21657
28	1995	2	21721
28	1995	3	20290
28	1996	2	20357
28	1996	0	18814
28	1997	1	18862
28	1997	1	18219
28	1998	2	18259
28	1998	0	18436
28	1999	1	18474
28	1999	2	19184
28	2000	3	19196
28	2000	2	19658
28	2001	0	19683
28	2001	2	18736
28	2002	2	18767
28	2002	1	18821
28	2003	2	18855
28	2003	1	19110
29	1943	1	16136
29	1943	0	16335
29	1944	0	16321
29	1944	0	15306
29	1945	3	15415
29	1945	0	15685
29	1946	0	15769
29	1946	1	15415
29	1947	2	15372
29	1947	1	15882
29	1948	1	15848
29	1948	2	15244
29	1949	0	15220
29	1949	0	17435
29	1950	1	17458
29	1950	1	16798
29	1951	1	16683
29	1951	2	15566
29	1952	1	15529
29	1952	0	15901
29	1953	0	15893
29	1953	2	15759
29	1954	1	15757
29	1954	1	15457
29	1955	1	15439
29	1955	1	15055
29	1956	1	15009
29	1956	0	14447
29	1957	1	14397
29	1957	0	14499
29	1958	2	14471
29	1958	1	14044
29	1959	1	14034
29	1959	1	14369
29	1960	1	14361
29	1960	1	13787
29	1961	1	13780
29	1961	1	14045
29	1962	1	14054
29	1962	1	13601
29	1963	1	13604
29	1963	1	14125
29	1964	1	14132
29	1964	1	14285
29	1965	1	14250
29	1965	0	14549
29	1966	2	14548
29	1966	0	14894
29	1967	0	14896
29	1967	2	15105
29	1968	0	15090
29	1968	2	14969
29	1969	3	14953
29	1969	1	15659
29	1970	2	15653
29	1970	0	15951
29	1971	4	15978
29	1971	2	17769
29	1972	1	17784
29	1972	2	18896
29	1973	0	18911
29	1973	4	20305
29	1974	1	20306
29	1974	0	21158
29	1975	1	21132
29	1975	3	21629
29	1976	1	21590
29	1976	2	20955
29	1977	3	20954
29	1977	4	19619
29	1978	4	19628
29	1978	0	18628
29	1979	4	18637
29	1979	1	18791
29	1980	1	18784
29	1980	2	17868
29	1981	0	17858
29	1981	1	18215
29	1982	3	18200
29	1982	4	18385
29	1983	2	18368
29	1983	2	18039
29	1984	2	18032
29	1984	2	18110
29	1985	4	18119
29	1985	1	18281
29	1986	3	18297
29	1986	1	18027
29	1987	3	18040
29	1987	0	18044
29	1988	2	18042
29	1988	3	17953
29	1989	1	17947
29	1989	0	18507
29	1990	1	18514
29	1990	1	18580
29	1991	4	18599
29	1991	2	18974
29	1992	4	19002
29	1992	1	20068
29	1993	2	20109
29	1993	2	20301
29	1994	2	20333
29	1994	1	20930
29	1995	4	20993
29	1995	0	21765
29	1996	2	21839
29	1996	1	20379
29	1997	4	20421
29	1997	4	18882
29	1998	1	18912
29	1998	1	18281
29	1999	2	18315
29	1999	1	18498
29	2000	4	18534
29	2000	3	19202
29	2001	0	19221
29	2001	0	19698
29	2002	1	19728
29	2002	0	18781
29	2003	3	18800
29	2003	3	18860
30	1943	1	16712
30	1943	2	16130
30	1944	5	16113
30	1944	1	16313
30	1945	6	16242
30	1945	0	15531
30	1946	2	15627
30	1946	1	15753
30	1947	1	15717
30	1947	1	15345
30	1948	0	15299
30	1948	2	15832
30	1949	4	15810
30	1949	4	15216
30	1950	1	15146
30	1950	2	17487
30	1951	0	17499
30	1951	1	16665
30	1952	0	16636
30	1952	3	15511
30	1953	1	15494
30	1953	0	15892
30	1954	2	15882
30	1954	2	15753
30	1955	0	15731
30	1955	2	15423
30	1956	2	15383
30	1956	0	14981
30	1957	1	14927
30	1957	3	14378
30	1958	1	14350
30	1958	0	14468
30	1959	0	14462
30	1959	0	14032
30	1960	1	14010
30	1960	0	14352
30	1961	2	14349
30	1961	1	13785
30	1962	1	13793
30	1962	3	14060
30	1963	0	14064
30	1963	0	13602
30	1964	1	13601
30	1964	0	14136
30	1965	2	14141
30	1965	0	14219
30	1966	0	14190
30	1966	1	14545
30	1967	1	14543
30	1967	1	14895
30	1968	4	14888
30	1968	1	15076
30	1969	5	15061
30	1969	0	14947
30	1970	2	14967
30	1970	2	15647
30	1971	2	15636
30	1971	1	15973
30	1972	3	15976
30	1972	2	17802
30	1973	0	17821
30	1973	2	18915
30	1974	3	18918
30	1974	2	20312
30	1975	2	20300
30	1975	4	21112
30	1976	3	21088
30	1976	1	21587
30	1977	4	21585
30	1977	3	20951
30	1978	3	20958
30	1978	7	19629
30	1979	4	19630
30	1979	5	18645
30	1980	8	18650
30	1980	2	18772
30	1981	3	18747
30	1981	0	17847
30	1982	4	17830
30	1982	3	18194
30	1983	2	18178
30	1983	4	18359
30	1984	3	18349
30	1984	0	18033
30	1985	2	18044
30	1985	4	18127
30	1986	3	18134
30	1986	5	18303
30	1987	2	18317
30	1987	6	18048
30	1988	6	18047
30	1988	1	18037
30	1989	1	18036
30	1989	2	17948
30	1990	3	17952
30	1990	2	18526
30	1991	2	18556
30	1991	9	18609
30	1992	1	18628
30	1992	2	19013
30	1993	1	19035
30	1993	0	20127
30	1994	6	20155
30	1994	0	20348
30	1995	3	20416
30	1995	2	21048
30	1996	1	21133
30	1996	2	21867
30	1997	1	21898
30	1997	3	20442
30	1998	3	20466
30	1998	1	18921
30	1999	2	18947
30	1999	2	18326
30	2000	3	18348
30	2000	2	18546
30	2001	5	18575
30	2001	1	19233
30	2002	4	19257
30	2002	4	19743
30	2003	1	19760
30	2003	2	18805
31	1943	1	16030
31	1943	3	16702
31	1944	1	16681
31	1944	4	16101
31	1945	3	16187
31	1945	1	16178
31	1946	3	16098
31	1946	1	15606
31	1947	4	15567
31	1947	0	15698
31	1948	1	15656
31	1948	2	15280
31	1949	1	15257
31	1949	1	15804
31	1950	1	15759
31	1950	2	15079
31	1951	1	14997
31	1951	1	17481
31	1952	4	17454
31	1952	0	16625
31	1953	1	16604
31	1953	2	15495
31	1954	0	15486
31	1954	3	15874
31	1955	1	15857
31	1955	1	15713
31	1956	0	15674
31	1956	0	15360
31	1957	0	15312
31	1957	3	14901
31	1958	1	14873
31	1958	0	14342
31	1959	4	14337
31	1959	1	14460
31	1960	0	14458
31	1960	2	13990
31	1961	0	13972
31	1961	1	14354
31	1962	2	14361
31	1962	0	13797
31	1963	2	13802
31	1963	0	14061
31	1964	3	14056
31	1964	1	13601
31	1965	0	13603
31	1965	2	14142
31	1966	1	14141
31	1966	1	14191
31	1967	1	14192
31	1967	2	14543
31	1968	4	14543
31	1968	1	14882
31	1969	1	14876
31	1969	1	15061
31	1970	4	15078
31	1970	2	14992
31	1971	4	15018
31	1971	0	15630
31	1972	5	15640
31	1972	4	15985
31	1973	2	16003
31	1973	3	17823
31	1974	2	17817
31	1974	5	18916
31	1975	8	18894
31	1975	3	20282
31	1976	3	20259
31	1976	6	21084
31	1977	7	21080
31	1977	5	21586
31	1978	5	21593
31	1978	1	20968
31	1979	5	20978
31	1979	6	19629
31	1980	2	19623
31	1980	2	18647
31	1981	8	18624
31	1981	3	18733
31	1982	1	18714
31	1982	6	17824
31	1983	2	17812
31	1983	3	18169
31	1984	0	18164
31	1984	2	18347
31	1985	5	18348
31	1985	2	18053
31	1986	2	18064
31	1986	6	18133
31	1987	0	18136
31	1987	0	18323
31	1988	3	18331
31	1988	2	18037
31	1989	7	18020
31	1989	3	18040
31	1990	3	18055
31	1990	1	17955
31	1991	2	17974
31	1991	1	18573
31	1992	4	18608
31	1992	3	18638
31	1993	4	18668
31	1993	1	19046
31	1994	2	19072
31	1994	3	20165
31	1995	3	20224
31	1995	4	20470
31	1996	2	20549
31	1996	3	21164
31	1997	3	21207
31	1997	5	21901
31	1998	3	21912
31	1998	2	20470
31	1999	2	20489
31	1999	3	18963
31	2000	2	18992
31	2000	4	18358
31	2001	4	18373
31	2001	4	18592
31	2002	11	18616
31	2002	3	19269
31	2003	2	19280
31	2003	3	19762
32	1943	0	16443
32	1943	1	16022
32	1944	4	16005
32	1944	2	16670
32	1945	0	16578
32	1945	5	16285
32	1946	0	16365
32	1946	3	16082
32	1947	2	16046
32	1947	1	15549
32	1948	3	15511
32	1948	0	15635
32	1949	1	15600
32	1949	0	15253
32	1950	2	15199
32	1950	1	15720
32	1951	2	15656
32	1951	1	14982
32	1952	6	14956
32	1952	3	17444
32	1953	0	17430
32	1953	2	16594
32	1954	1	16577
32	1954	2	15476
32	1955	2	15460
32	1955	1	15848
32	1956	2	15821
32	1956	6	15654
32	1957	2	15615
32	1957	2	15287
32	1958	3	15255
32	1958	0	14870
32	1959	3	14868
32	1959	2	14340
32	1960	3	14324
32	1960	2	14459
32	1961	4	14466
32	1961	2	13972
32	1962	2	13974
32	1962	2	14363
32	1963	3	14359
32	1963	1	13805
32	1964	3	13806
32	1964	4	14054
32	1965	3	14041
32	1965	0	13605
32	1966	1	13604
32	1966	1	14138
32	1967	2	14134
32	1967	2	14190
32	1968	3	14181
32	1968	2	14543
32	1969	2	14543
32	1969	5	14875
32	1970	5	14898
32	1970	3	15096
32	1971	1	15114
32	1971	1	15018
32	1972	2	15026
32	1972	3	15655
32	1973	6	15670
32	1973	1	16013
32	1974	3	16013
32	1974	2	17810
32	1975	4	17790
32	1975	3	18873
32	1976	3	18850
32	1976	4	20255
32	1977	3	20248
32	1977	3	21081
32	1978	1	21086
32	1978	2	21598
32	1979	1	21611
32	1979	4	20979
32	1980	3	20973
32	1980	4	19616
32	1981	5	19606
32	1981	6	18605
32	1982	4	18580
32	1982	4	18709
32	1983	8	18697
32	1983	3	17805
32	1984	3	17802
32	1984	2	18167
32	1985	5	18170
32	1985	0	18351
32	1986	2	18362
32	1986	6	18065
32	1987	7	18071
32	1987	5	18140
32	1988	5	18143
32	1988	4	18331
32	1989	7	18331
32	1989	1	18012
32	1990	4	18013
32	1990	4	18067
32	1991	2	18091
32	1991	3	17990
32	1992	5	18012
32	1992	5	18625
32	1993	3	18654
32	1993	2	18689
32	1994	6	18716
32	1994	1	19088
32	1995	4	19148
32	1995	6	20272
32	1996	5	20347
32	1996	6	20574
32	1997	4	20626
32	1997	3	21218
32	1998	6	21243
32	1998	4	21921
32	1999	8	21938
32	1999	3	20505
32	2000	2	20526
32	2000	5	19006
32	2001	3	19024
32	2001	4	18377
32	2002	7	18399
32	2002	1	18624
32	2003	2	18633
32	2003	4	19279
33	1943	1	16561
33	1943	1	16434
33	1944	3	16416
33	1944	6	15997
33	1945	4	16045
33	1945	5	16497
33	1946	1	16394
33	1946	0	16348
33	1947	5	16311
33	1947	1	16026
33	1948	2	15984
33	1948	2	15492
33	1949	3	15464
33	1949	3	15587
33	1950	2	15446
33	1950	4	15149
33	1951	2	15086
33	1951	3	15631
33	1952	2	15597
33	1952	3	14945
33	1953	4	14930
33	1953	1	17426
33	1954	3	17414
33	1954	2	16570
33	1955	5	16555
33	1955	1	15454
33	1956	1	15432
33	1956	1	15802
33	1957	0	15759
33	1957	2	15597
33	1958	2	15568
33	1958	3	15247
33	1959	1	15235
33	1959	3	14869
33	1960	1	14863
33	1960	2	14304
33	1961	2	14286
33	1961	1	14472
33	1962	1	14481
33	1962	3	13975
33	1963	2	13973
33	1963	1	14354
33	1964	3	14350
33	1964	4	13806
33	1965	4	13815
33	1965	1	14030
33	1966	5	14019
33	1966	0	13602
33	1967	3	13600
33	1967	2	14133
33	1968	1	14121
33	1968	2	14174
33	1969	3	14162
33	1969	1	14542
33	1970	4	14533
33	1970	2	14921
33	1971	0	14938
33	1971	4	15114
33	1972	3	15115
33	1972	4	15033
33	1973	3	15043
33	1973	4	15671
33	1974	10	15669
33	1974	5	16003
33	1975	5	15984
33	1975	4	17777
33	1976	3	17761
33	1976	5	18848
33	1977	5	18848
33	1977	6	20246
33	1978	5	20249
33	1978	1	21090
33	1979	7	21089
33	1979	5	21618
33	1980	6	21616
33	1980	2	20965
33	1981	9	20948
33	1981	1	19602
33	1982	7	19589
33	1982	4	18574
33	1983	13	18561
33	1983	4	18690
33	1984	5	18679
33	1984	2	17804
33	1985	1	17810
33	1985	4	18170
33	1986	5	18175
33	1986	5	18369
33	1987	3	18378
33	1987	5	18075
33	1988	4	18072
33	1988	3	18142
33	1989	7	18136
33	1989	4	18331
33	1990	8	18339
33	1990	4	18022
33	1991	7	18042
33	1991	4	18104
33	1992	10	18132
33	1992	5	18018
33	1993	8	18033
33	1993	0	18666
33	1994	3	18690
33	1994	6	18722
33	1995	4	18769
33	1995	7	19193
33	1996	6	19255
33	1996	10	20373
33	1997	8	20414
33	1997	10	20652
33	1998	7	20694
33	1998	7	21256
33	1999	6	21279
33	1999	5	21946
33	2000	5	21965
33	2000	2	20531
33	2001	6	20546
33	2001	5	19029
33	2002	5	19034
33	2002	6	18416
33	2003	1	18442
33	2003	4	18633
34	1943	3	16132
34	1943	2	16551
34	1944	3	16531
34	1944	4	16408
34	1945	4	16327
34	1945	2	16102
34	1946	3	16141
34	1946	4	16373
34	1947	5	16329
34	1947	2	16290
34	1948	5	16245
34	1948	2	15963
34	1949	3	15930
34	1949	2	15456
34	1950	3	15330
34	1950	1	15318
34	1951	4	15174
34	1951	1	15074
34	1952	2	15050
34	1952	5	15589
34	1953	5	15576
34	1953	1	14925
34	1954	1	14913
34	1954	2	17407
34	1955	2	17385
34	1955	3	16548
34	1956	3	16523
34	1956	2	15416
34	1957	5	15377
34	1957	2	15735
34	1958	3	15704
34	1958	1	15557
34	1959	1	15539
34	1959	5	15232
34	1960	5	15200
34	1960	5	14857
34	1961	3	14857
34	1961	6	14289
34	1962	4	14290
34	1962	2	14483
34	1963	3	14482
34	1963	3	13971
34	1964	7	13967
34	1964	0	14351
34	1965	4	14319
34	1965	1	13825
34	1966	5	13831
34	1966	1	14020
